10	R	1859
10	J	1879
9	R	1879
9	J	1899
8	R	1899
7	J	1919
8	J	1919
7	R	1919
7	W	1919
16	R	1919
16	J	1939
15	R	1939
15	J	1959
14	R	1959
14	J	1979
13	R	1979
13	J	1999
12	R	1999
12	J	2019
11	R	2019
7	J	2039
11	J	2039
7	R	2039
7	W	2039
10	R	2039
10	J	2059
9	R	2059
9	J	2079
8	R	2079
8	J	2099
16	R	2099
16	J	2119
15	R	2119
15	J	2139
14	R	2139
7	J	2159
14	J	2159
7	R	2159
7	W	2159
13	R	2159
13	J	2179
12	R	2179
12	J	2199
11	R	2199
11	J	2219
10	R	2219
10	J	2239
9	R	2239
9	J	2259
8	R	2259
8	W	2259
16	R	2259
7	J	2279
16	J	2279
7	R	2279
7	W	2279
15	R	2279
15	J	2299
14	R	2299
14	J	2319
13	R	2319
13	J	2339
12	R	2339
12	J	2359
11	R	2359
8	J	2379
11	J	2379
8	R	2379
8	W	2379
10	R	2379
7	J	2399
10	J	2399
7	R	2399
7	W	2399
9	R	2399
9	J	2419
16	R	2419
16	J	2439
15	R	2439
15	J	2459
14	R	2459
14	J	2479
13	R	2479
8	J	2499
13	J	2499
8	R	2499
8	W	2499
12	R	2499
7	J	2519
12	J	2519
7	R	2519
7	W	2519
11	R	2519
11	J	2539
10	R	2539
10	J	2559
9	R	2559
9	J	2579
16	R	2579
16	J	2599
15	R	2599
8	J	2619
15	J	2619
8	R	2619
8	W	2619
14	R	2619
7	J	2639
14	J	2639
7	R	2639
7	W	2639
13	R	2639
13	J	2659
12	R	2659
12	J	2679
11	R	2679
11	J	2699
10	R	2699
10	J	2719
9	R	2719
8	J	2739
9	J	2739
8	R	2739
8	W	2739
16	R	2739
7	J	2759
16	J	2759
7	R	2759
7	W	2759
15	R	2759
15	J	2779
14	R	2779
14	J	2799
13	R	2799
13	J	2819
12	R	2819
12	J	2839
11	R	2839
8	J	2859
11	J	2859
8	R	2859
8	W	2859
10	R	2859
7	J	2879
10	J	2879
7	R	2879
7	E	2879
6	J	2879
6	R	2879
6	E	2880
4	J	2880
4	R	2880
17	N	2880
17	J	2880
4	W	2881
9	R	2881
9	J	2901
17	R	2901
4	J	2903
17	E	2903
4	R	2903
18	N	2905
18	J	2906
4	W	2906
18	R	2906
