15	R	1654
15	J	1669
14	R	1669
14	J	1684
13	R	1684
13	J	1699
12	R	1699
7	J	1714
12	J	1714
7	R	1714
7	W	1714
11	R	1714
11	J	1729
10	R	1729
10	J	1744
9	R	1744
9	J	1759
8	R	1759
8	J	1774
16	R	1774
16	J	1789
15	R	1789
15	J	1804
14	R	1804
7	J	1819
14	J	1819
7	R	1819
7	W	1819
13	R	1819
13	J	1834
12	R	1834
12	J	1849
11	R	1849
11	J	1864
10	R	1864
10	J	1879
9	R	1879
9	J	1894
8	R	1894
8	J	1909
16	R	1909
7	J	1924
16	J	1924
7	R	1924
7	W	1924
15	R	1924
15	J	1939
14	R	1939
14	J	1954
13	R	1954
13	J	1969
12	R	1969
12	J	1984
11	R	1984
11	J	1999
10	R	1999
10	J	2014
9	R	2014
7	J	2029
9	J	2029
7	R	2029
7	W	2029
8	R	2029
8	J	2044
16	R	2044
16	J	2059
15	R	2059
15	J	2074
14	R	2074
14	J	2089
13	R	2089
13	J	2104
12	R	2104
12	J	2119
11	R	2119
7	J	2134
11	J	2134
7	R	2134
7	W	2134
10	R	2134
10	J	2149
9	R	2149
9	J	2164
8	R	2164
8	J	2179
16	R	2179
16	J	2194
15	R	2194
15	J	2209
14	R	2209
14	J	2224
13	R	2224
7	J	2239
13	J	2239
7	R	2239
7	W	2239
12	R	2239
12	J	2254
11	R	2254
11	J	2269
10	R	2269
10	J	2284
9	R	2284
9	J	2299
8	R	2299
8	W	2304
16	R	2304
16	J	2319
15	R	2319
15	J	2334
14	R	2334
7	J	2349
14	J	2349
7	R	2349
7	W	2349
13	R	2349
13	J	2364
12	R	2364
12	J	2379
11	R	2379
11	J	2394
10	R	2394
8	J	2409
10	J	2409
8	R	2409
8	W	2409
9	R	2409
9	J	2424
16	R	2424
16	J	2439
15	R	2439
7	J	2454
15	J	2454
7	R	2454
7	W	2454
14	R	2454
14	J	2469
13	R	2469
13	J	2484
12	R	2484
12	J	2499
11	R	2499
8	J	2514
11	J	2514
8	R	2514
8	W	2514
10	R	2514
10	J	2529
9	R	2529
9	J	2544
16	R	2544
7	J	2559
16	J	2559
7	R	2559
7	W	2559
15	R	2559
15	J	2574
14	R	2574
14	J	2589
13	R	2589
13	J	2604
12	R	2604
8	J	2619
12	J	2619
8	R	2619
8	W	2619
11	R	2619
11	J	2634
10	R	2634
10	J	2649
9	R	2649
7	J	2664
9	J	2664
7	R	2664
7	E	2664
6	J	2664
6	R	2664
6	E	2665
4	J	2665
4	R	2665
17	N	2665
17	J	2665
4	W	2666
17	R	2666
4	J	2668
17	E	2668
4	R	2668
4	W	2669
16	R	2669
16	J	2684
15	R	2684
15	J	2699
14	R	2699
14	J	2714
13	R	2714
8	J	2729
13	J	2729
8	R	2729
8	W	2729
12	R	2729
12	J	2744
11	R	2744
11	J	2759
10	R	2759
4	J	2761
10	J	2774
4	R	2774
18	N	2775
18	J	2776
4	W	2776
9	R	2776
9	J	2791
18	R	2791
