1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
4	J	123
4	R	123
4	W	124
0	R	124
4	J	147
4	R	147
4	W	147
0	R	147
4	J	239
4	R	239
4	W	239
0	R	239
4	J	254
4	R	254
4	W	254
0	R	254
4	J	254
4	R	254
4	W	254
0	R	254
4	J	268
4	R	268
4	W	268
0	R	268
4	J	294
4	R	294
4	W	294
0	R	294
4	J	302
4	R	302
4	W	302
0	R	302
4	J	311
4	R	311
4	W	311
0	R	311
4	J	326
4	R	326
4	W	326
0	R	326
4	J	336
4	R	336
4	W	336
0	R	336
4	J	352
4	R	352
4	W	352
0	R	352
4	J	413
4	R	413
6	N	414
6	J	415
4	W	415
6	R	415
7	N	417
7	J	417
8	N	417
8	J	418
9	N	418
9	J	418
10	N	418
10	J	419
11	N	419
11	J	420
12	N	420
12	J	420
13	N	420
13	J	421
14	N	421
14	J	422
15	N	422
15	J	422
16	N	422
16	J	423
6	W	424
16	R	424
16	J	439
15	R	439
15	J	454
14	R	454
14	J	469
13	R	469
13	J	484
12	R	484
12	J	499
11	R	499
11	J	514
10	R	514
10	J	529
9	R	529
9	J	544
8	R	544
8	J	559
7	R	559
7	W	559
16	R	559
16	J	574
15	R	574
15	J	589
14	R	589
14	J	604
13	R	604
13	J	619
12	R	619
12	J	634
11	R	634
11	J	649
10	R	649
7	J	664
10	J	664
7	R	664
7	W	664
9	R	664
9	J	679
8	R	679
8	J	694
16	R	694
16	J	709
15	R	709
15	J	724
14	R	724
14	J	739
13	R	739
13	J	754
12	R	754
7	J	769
12	J	769
7	R	769
7	W	769
11	R	769
11	J	784
10	R	784
10	J	799
9	R	799
9	J	814
8	R	814
8	J	829
16	R	829
16	J	844
15	R	844
15	J	859
14	R	859
7	J	874
14	J	874
7	R	874
7	W	874
13	R	874
13	J	889
12	R	889
12	J	904
11	R	904
11	J	919
10	R	919
10	J	934
9	R	934
9	J	949
8	R	949
8	J	964
16	R	964
7	J	979
16	J	979
7	R	979
7	W	979
15	R	979
15	J	994
14	R	994
14	J	1009
13	R	1009
13	J	1024
12	R	1024
12	J	1039
11	R	1039
11	J	1054
10	R	1054
10	J	1069
9	R	1069
7	J	1084
9	J	1084
7	R	1084
7	W	1084
8	R	1084
8	J	1099
16	R	1099
16	J	1114
15	R	1114
15	J	1129
14	R	1129
14	J	1144
13	R	1144
13	J	1159
12	R	1159
12	J	1174
11	R	1174
7	J	1189
11	J	1189
7	R	1189
7	W	1189
10	R	1189
10	J	1204
9	R	1204
9	J	1219
8	R	1219
8	J	1234
16	R	1234
16	J	1249
15	R	1249
15	J	1264
14	R	1264
14	J	1279
13	R	1279
7	J	1294
13	J	1294
7	R	1294
7	W	1294
12	R	1294
12	J	1309
11	R	1309
11	J	1324
10	R	1324
10	J	1339
9	R	1339
9	J	1354
8	R	1354
8	J	1369
16	R	1369
16	J	1384
15	R	1384
7	J	1399
15	J	1399
7	R	1399
7	W	1399
14	R	1399
14	J	1414
13	R	1414
13	J	1429
12	R	1429
12	J	1444
11	R	1444
11	J	1459
10	R	1459
10	J	1474
9	R	1474
9	J	1489
8	R	1489
7	J	1504
8	J	1504
7	R	1504
7	W	1504
16	R	1504
16	J	1519
15	R	1519
15	J	1534
14	R	1534
14	J	1549
13	R	1549
13	J	1564
12	R	1564
12	J	1579
11	R	1579
11	J	1594
10	R	1594
7	J	1609
10	J	1609
7	R	1609
7	W	1609
9	R	1609
9	J	1624
8	R	1624
8	J	1639
16	R	1639
16	J	1654
