1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
1	R	68
4	N	68
4	J	68
1	W	69
3	R	69
3	W	74
4	R	74
5	N	107
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	157
4	R	157
4	W	157
0	R	157
4	J	176
4	R	176
4	W	176
0	R	176
4	J	198
4	R	198
4	W	199
0	R	199
4	J	215
4	R	215
4	W	215
0	R	215
4	J	244
4	R	244
4	W	244
0	R	244
4	J	257
4	R	257
4	W	257
0	R	257
4	J	261
4	R	261
4	W	261
0	R	261
4	J	269
4	R	269
4	W	269
0	R	269
4	J	298
4	R	298
4	W	298
0	R	298
4	J	300
4	R	300
4	W	300
0	R	300
4	J	310
4	R	310
4	W	310
0	R	310
4	J	326
4	R	326
4	W	326
0	R	326
4	J	341
4	R	341
4	W	341
0	R	341
4	J	358
4	R	358
4	W	358
0	R	358
4	J	385
4	R	385
6	N	386
6	J	386
4	W	386
6	R	386
7	N	388
7	J	389
8	N	389
8	J	389
9	N	389
9	J	390
10	N	390
10	J	390
11	N	391
11	J	391
12	N	391
12	J	392
13	N	392
13	J	392
14	N	393
14	J	393
15	N	393
15	J	394
16	N	394
16	J	394
6	W	396
16	R	396
16	J	406
15	R	406
15	J	416
14	R	416
14	J	426
13	R	426
13	J	436
12	R	436
12	J	446
11	R	446
11	J	456
10	R	456
10	J	466
9	R	466
9	J	476
8	R	476
8	J	486
7	R	486
7	W	486
16	R	486
16	J	496
15	R	496
15	J	506
14	R	506
14	J	516
13	R	516
13	J	526
12	R	526
12	J	536
11	R	536
11	J	546
10	R	546
10	J	556
9	R	556
9	J	566
8	R	566
8	J	576
16	R	576
16	J	586
15	R	586
7	J	596
15	J	596
7	R	596
7	W	596
14	R	596
14	J	606
13	R	606
13	J	616
12	R	616
12	J	626
11	R	626
11	J	636
10	R	636
10	J	646
9	R	646
9	J	656
8	R	656
8	J	666
16	R	666
16	J	676
15	R	676
15	J	686
14	R	686
14	J	696
13	R	696
7	J	706
13	J	706
7	R	706
7	W	706
12	R	706
12	J	716
11	R	716
11	J	726
10	R	726
10	J	736
9	R	736
9	J	746
8	R	746
8	J	756
16	R	756
16	J	766
15	R	766
15	J	776
14	R	776
14	J	786
13	R	786
13	J	796
12	R	796
12	J	806
11	R	806
7	J	816
11	J	816
7	R	816
7	W	816
10	R	816
10	J	826
9	R	826
9	J	836
8	R	836
8	J	846
16	R	846
16	J	856
15	R	856
15	J	866
14	R	866
14	J	876
13	R	876
13	J	886
12	R	886
12	J	896
11	R	896
11	J	906
10	R	906
10	J	916
9	R	916
7	J	926
9	J	926
7	R	926
7	W	926
8	R	926
8	J	936
16	R	936
16	J	946
15	R	946
15	J	956
14	R	956
14	J	966
13	R	966
13	J	976
12	R	976
12	J	986
11	R	986
11	J	996
10	R	996
10	J	1006
9	R	1006
9	J	1016
8	R	1016
8	J	1026
16	R	1026
7	J	1036
16	J	1036
7	R	1036
7	W	1036
15	R	1036
15	J	1046
14	R	1046
14	J	1056
13	R	1056
13	J	1066
12	R	1066
12	J	1076
11	R	1076
11	J	1086
10	R	1086
10	J	1096
9	R	1096
9	J	1106
8	R	1106
8	J	1116
16	R	1116
16	J	1126
15	R	1126
15	J	1136
14	R	1136
7	J	1146
14	J	1146
7	R	1146
7	W	1146
13	R	1146
13	J	1156
12	R	1156
12	J	1166
11	R	1166
11	J	1176
10	R	1176
10	J	1186
9	R	1186
9	J	1196
8	R	1196
8	J	1206
16	R	1206
16	J	1216
15	R	1216
15	J	1226
14	R	1226
14	J	1236
13	R	1236
13	J	1246
12	R	1246
7	J	1256
12	J	1256
7	R	1256
7	W	1256
11	R	1256
11	J	1266
