10	R	1266
10	J	1276
9	R	1276
9	J	1286
8	R	1286
8	J	1296
16	R	1296
16	J	1306
15	R	1306
15	J	1316
14	R	1316
14	J	1326
13	R	1326
13	J	1336
12	R	1336
12	J	1346
11	R	1346
11	J	1356
10	R	1356
7	J	1366
10	J	1366
7	R	1366
7	W	1366
9	R	1366
9	J	1376
8	R	1376
8	J	1386
16	R	1386
16	J	1396
15	R	1396
15	J	1406
14	R	1406
14	J	1416
13	R	1416
13	J	1426
12	R	1426
12	J	1436
11	R	1436
11	J	1446
10	R	1446
10	J	1456
9	R	1456
9	J	1466
8	R	1466
7	J	1476
8	J	1476
7	R	1476
7	W	1476
16	R	1476
16	J	1486
15	R	1486
15	J	1496
14	R	1496
14	J	1506
13	R	1506
13	J	1516
12	R	1516
12	J	1526
11	R	1526
11	J	1536
10	R	1536
10	J	1546
9	R	1546
9	J	1556
8	R	1556
8	J	1566
16	R	1566
16	J	1576
15	R	1576
7	J	1586
15	J	1586
7	R	1586
7	W	1586
14	R	1586
14	J	1596
13	R	1596
13	J	1606
12	R	1606
12	J	1616
11	R	1616
11	J	1626
10	R	1626
10	J	1636
9	R	1636
9	J	1646
8	R	1646
8	J	1656
16	R	1656
16	J	1666
15	R	1666
15	J	1676
14	R	1676
14	J	1686
13	R	1686
7	J	1696
13	J	1696
7	R	1696
7	W	1696
12	R	1696
12	J	1706
11	R	1706
11	J	1716
10	R	1716
10	J	1726
9	R	1726
9	J	1736
8	R	1736
8	J	1746
16	R	1746
16	J	1756
15	R	1756
15	J	1766
14	R	1766
14	J	1776
13	R	1776
13	J	1786
12	R	1786
12	J	1796
11	R	1796
7	J	1806
11	J	1806
7	R	1806
7	W	1806
10	R	1806
10	J	1816
9	R	1816
9	J	1826
8	R	1826
8	J	1836
16	R	1836
16	J	1846
15	R	1846
15	J	1856
14	R	1856
14	J	1866
13	R	1866
13	J	1876
12	R	1876
12	J	1886
11	R	1886
11	J	1896
10	R	1896
10	J	1906
9	R	1906
7	J	1916
9	J	1916
7	R	1916
7	W	1916
8	R	1916
8	J	1926
16	R	1926
16	J	1936
15	R	1936
15	J	1946
14	R	1946
14	J	1956
13	R	1956
13	J	1966
12	R	1966
12	J	1976
11	R	1976
11	J	1986
10	R	1986
10	J	1996
9	R	1996
9	J	2006
8	R	2006
8	J	2016
16	R	2016
7	J	2026
16	J	2026
7	R	2026
7	W	2026
15	R	2026
15	J	2036
14	R	2036
14	J	2046
13	R	2046
13	J	2056
12	R	2056
12	J	2066
11	R	2066
11	J	2076
10	R	2076
10	J	2086
9	R	2086
9	J	2096
8	R	2096
8	J	2106
16	R	2106
16	J	2116
15	R	2116
15	J	2126
14	R	2126
7	J	2136
14	J	2136
7	R	2136
7	W	2136
13	R	2136
13	J	2146
12	R	2146
12	J	2156
11	R	2156
11	J	2166
10	R	2166
10	J	2176
9	R	2176
9	J	2186
8	R	2186
8	J	2196
16	R	2196
16	J	2206
15	R	2206
15	J	2216
14	R	2216
14	J	2226
13	R	2226
13	J	2236
12	R	2236
7	J	2246
12	J	2246
7	R	2246
7	W	2246
11	R	2246
11	J	2256
10	R	2256
10	J	2266
9	R	2266
9	J	2276
8	R	2276
8	W	2276
16	R	2276
16	J	2286
15	R	2286
15	J	2296
14	R	2296
14	J	2306
13	R	2306
13	J	2316
12	R	2316
12	J	2326
11	R	2326
11	J	2336
10	R	2336
10	J	2346
9	R	2346
7	J	2356
9	J	2356
7	R	2356
7	W	2356
16	R	2356
16	J	2366
15	R	2366
15	J	2376
14	R	2376
8	J	2386
14	J	2386
8	R	2386
8	W	2386
13	R	2386
13	J	2396
12	R	2396
12	J	2406
11	R	2406
11	J	2416
10	R	2416
10	J	2426
9	R	2426
9	J	2436
16	R	2436
16	J	2446
15	R	2446
15	J	2456
14	R	2456
7	J	2466
14	J	2466
7	R	2466
7	W	2466
13	R	2466
13	J	2476
12	R	2476
12	J	2486
11	R	2486
8	J	2496
11	J	2496
8	R	2496
8	W	2496
10	R	2496
10	J	2506
9	R	2506
9	J	2516
16	R	2516
16	J	2526
15	R	2526
15	J	2536
14	R	2536
14	J	2546
13	R	2546
13	J	2556
12	R	2556
12	J	2566
11	R	2566
7	J	2576
11	J	2576
7	R	2576
7	W	2576
10	R	2576
10	J	2586
9	R	2586
9	J	2596
16	R	2596
8	J	2606
16	J	2606
8	R	2606
8	W	2606
15	R	2606
15	J	2616
14	R	2616
14	J	2626
13	R	2626
13	J	2636
12	R	2636
12	J	2646
11	R	2646
11	J	2656
10	R	2656
10	J	2666
9	R	2666
9	J	2676
16	R	2676
7	J	2686
16	J	2686
7	R	2686
7	E	2686
6	J	2686
6	R	2686
6	E	2687
4	J	2687
4	R	2687
17	N	2687
17	J	2687
4	W	2688
15	R	2688
15	J	2698
14	R	2698
8	J	2708
14	J	2708
8	R	2708
8	W	2708
13	R	2708
13	J	2718
12	R	2718
12	J	2728
11	R	2728
11	J	2738
10	R	2738
10	J	2748
9	R	2748
9	J	2758
17	R	2758
4	J	2760
17	E	2760
4	R	2760
4	W	2761
16	R	2761
4	J	2767
16	J	2771
4	R	2771
4	W	2771
15	R	2771
15	J	2781
14	R	2781
4	J	2782
14	J	2791
4	R	2791
4	W	2791
13	R	2791
13	J	2801
12	R	2801
8	J	2811
12	J	2811
8	R	2811
8	W	2811
11	R	2811
11	J	2821
10	R	2821
10	J	2831
9	R	2831
9	J	2841
16	R	2841
16	J	2851
15	R	2851
15	J	2861
14	R	2861
14	J	2871
13	R	2871
13	J	2881
12	R	2881
12	J	2891
11	R	2891
4	J	2893
11	J	2901
4	R	2901
18	N	2902
18	J	2903
4	W	2903
10	R	2903
8	J	2913
10	J	2913
8	R	2913
8	W	2913
9	R	2913
9	J	2923
18	R	2923
